Pop_UID	Metapopulation_ID	Metapopulation_name	ISO_639_3	ASPM_n_alleles	ASPM_freq_avg	ASPM_freq_wavg	ASPM_n_databases	MCPH1_n_alleles	MCPH1_freq_avg	MCPH1_freq_wavg	MCPH1_n_databases	ALFRED_SUID
SA004382R	PO000063J	Micronesians	aia	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	upv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	aul	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nfl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	bbn	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	wiv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	bcm	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tkw	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	cal	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	cam	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mrn	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	chk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	dhv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	erk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	erg	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	fij	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	wyy	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	fut	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	fud	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pwg	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nlg	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	gvs	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	hla	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	haw	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	hoa	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	iai	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	viv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mxe	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	jae	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kxa	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kpg	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	leu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pss	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kcl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sbc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kij	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	gil	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kkk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kos	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	kwd	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tnk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lbu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lmu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	llu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tnl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lww	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lgu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	los	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	crc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	loj	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ojv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	khl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mme	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mbq	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mgl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mva	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mna	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mri	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mqm	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mrq	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mah	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mjk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mek	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mvn	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mkj	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mte	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	meu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	msu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	emi	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	myw	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mlv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nak	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nal	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nmb	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tvl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ntu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nau	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nsn	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nee	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nen	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	llp	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	num	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	niu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nkr	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	yly	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pma	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	duf	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ptp	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	gfk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	piv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pif	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	fwa	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pon	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	psw	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	puw	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lml	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	rap	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mnv	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	rro	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	rtm	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	rug	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	apb	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sku	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sbe	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	smo	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sjr	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	snc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	xsi	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	baa	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sob	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sov	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tvk	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tgo	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sgz	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tah	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	sps	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tbc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mla	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	hrc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	nwi	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tbo	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tio	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tgc	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	cir	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tti	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tkl	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ksd	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ton	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	mlu	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	pmt	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	tmq	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	lcm	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	uli	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	uur	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	vnm	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	wls	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	wed	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	woe	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004382R	PO000063J	Micronesians	ane	66	0.273	0.273	1	66	0.818	0.818	1	SA004382R
SA004383S	PO000671O	Lao_Loum	lao	118	0.153	0.153	1	118	0.788	0.788	1	SA004383S
SA004384T	PO000022E	Cambodians_Khmer	khm	30	0.067	0.067	1	30	0.767	0.767	1	SA004384T
SA004385U	PO000003D	Hakka	hak	74	0.135	0.135	1	74	0.797	0.797	1	SA004385U
SA004386V	PO000002C	Ami	ami	76	0.066	0.066	1	76	0.711	0.711	1	SA004386V
SA004387W	PO000021D	Atayal	tay	68	0.029	0.029	1	68	0.456	0.456	1	SA004387W
SA004388X	PO000013E	Maya	yua	42	0.048	0.048	1	42	0.952	0.952	1	SA004388X
SA004389Y	PO000027J	Ticuna	tca	68	0	0	1	68	1	1	1	SA004389Y
SA004390Q	PO000014F	Surui	sru	46	0	0	1	46	1	1	1	SA004390Q
SA004391R	PO000028K	Karitiana	ktn	50	0	0	1	50	1	1	1	SA004391R
SA004392S	PO000007H	Danes	dan	86	0.547	0.547	1	86	0.837	0.837	1	SA004392S
SA004584V	PO000844Q	Abkhaz	abk	52	0.365	0.365	1	52	0.885	0.885	1	SA004584V
SA004585W	PO000017I	Adygei	ady	62	0.355	0.355	1	62	0.79	0.79	1	SA004585W
SA004586X	PO000437O	Belarusian	bel	56	0.464	0.464	1	56	0.893	0.893	1	SA004586X
SA004587Y	PO000393P	Buryat	bxr	88	0.159	0.159	1	88	0.886	0.886	1	SA004587Y
SA004587Y	PO000393P	Buryat	bua	88	0.159	0.159	1	88	0.886	0.886	1	SA004587Y
SA004587Y	PO000393P	Buryat	bxu	88	0.159	0.159	1	88	0.886	0.886	1	SA004587Y
SA004587Y	PO000393P	Buryat	bxm	88	0.159	0.159	1	88	0.886	0.886	1	SA004587Y
SA004588Z	PO000345M	Cherkess	kbd	66	0.409	0.409	1	66	0.788	0.788	1	SA004588Z
SA004589A	PO000922N	Chechen	che	36	0.417	0.417	1	36	0.806	0.806	1	SA004589A
SA004590S	PO000406K	Kabardinian	kbd	70	0.4	0.4	1	70	0.786	0.786	1	SA004590S
SA004591T	PO000642M	Karachay	krc	46	0.37	0.37	1	46	0.826	0.826	1	SA004591T
SA004592U	PO000009J	Han	zho	26	0.231	0.231	1	26	0.808	0.808	1	SA004592U
SA004592U	PO000009J	Han	cmn	26	0.231	0.231	1	26	0.808	0.808	1	SA004592U
SA004592U	PO000009J	Han	yue	26	0.231	0.231	1	26	0.808	0.808	1	SA004592U
SA004593V	PO000089R	Kazakh	kaz	90	0.178	0.178	1	90	0.911	0.911	1	SA004593V
SA004594W	PO000823N	Ket	ket	62	0.307	0.307	1	62	0.968	0.968	1	SA004594W
SA004595X	PO000325K	Khanty	kca	58	0.259	0.259	1	58	0.983	0.983	1	SA004595X
SA004596Y	PO000326L	Komi_Zyrian	kom	64	0.391	0.391	1	64	0.875	0.875	1	SA004596Y
SA004596Y	PO000326L	Komi_Zyrian	kpv	64	0.391	0.391	1	64	0.875	0.875	1	SA004596Y
SA004597Z	PO000478T	Kyrgyz	kir	56	0.179	0.179	1	56	0.768	0.768	1	SA004597Z
SA004598A	PO000674R	Moldovan	mol	64	0.422	0.422	1	64	0.797	0.797	1	SA004598A
SA004598A	PO000674R	Moldovan	ron	64	0.422	0.422	1	64	0.797	0.797	1	SA004598A
SA004598A	PO000674R	Moldovan	rum	64	0.422	0.422	1	64	0.797	0.797	1	SA004598A
SA004599B	PO000117J	Mordvin	myv	66	0.47	0.47	1	66	0.848	0.848	1	SA004599B
SA004599B	PO000117J	Mordvin	mdf	66	0.47	0.47	1	66	0.848	0.848	1	SA004599B
SA004600K	PO000327M	Chuvash	chv	56	0.321	0.321	1	56	0.821	0.821	1	SA004600K
SA004601L	PO000019K	Russians	rus	76	0.421	0.421	1	76	0.865	0.865	1	SA004601L
SA004603N	PO000019K	Russians	rus	78	0.359	0.359	1	78	0.949	0.949	1	SA004603N
SA004603N	PO000019K	Russians	chu	78	0.359	0.359	1	78	0.949	0.949	1	SA004603N
SA004604O	PO000565Q	Tatar	tat	68	0.338	0.338	1	68	0.779	0.779	1	SA004604O
SA004605P	PO000387S	Tuva	tyv	88	0.216	0.216	1	88	0.884	0.884	1	SA004605P
SA004607R	PO000566R	Udmurt	udm	50	0.34	0.34	1	50	0.86	0.86	1	SA004607R
SA004608S	PO000624M	Ukrainian	ukr	58	0.483	0.483	1	58	0.879	0.879	1	SA004608S
SA004609T	PO000479U	Uzbek	uzb	78	0.295	0.295	1	78	0.846	0.846	1	SA004609T
SA004609T	PO000479U	Uzbek	uzn	78	0.295	0.295	1	78	0.846	0.846	1	SA004609T
SA004609T	PO000479U	Uzbek	uzs	78	0.295	0.295	1	78	0.846	0.846	1	SA004609T
SA004610L	PO000011C	Yakut	sah	82	0.171	0.171	1	82	0.89	0.89	1	SA004610L
SA004615Q	PO000564P	Bashkir	bak	68	0.191	0.191	1	68	0.882	0.882	1	SA004615Q
SA004617S	PO000923O	Karelians	krl	52	0.308	0.308	1	52	0.808	0.808	1	SA004617S
SA004623P	PO000925Q	Megrelians	xmf	72	0.417	0.417	1	72	0.861	0.861	1	SA004623P
SA004623P	PO000925Q	Megrelians	kat	72	0.417	0.417	1	72	0.861	0.861	1	SA004623P
UK10K	PO000412H	British	eng	14832	0.43405	0.43405	4	3708	0.8085	0.8085	1	SA004050J
VIETNAM_VAR	PO000110C	Vietnamese	vie	1041	0.147666666666667	0.147794428434198	3	612	0.719	0.719	1	SA004249T
WONG2020	PO000009J	Han	yue	848	0.162	0.162	1	848	0.754	0.754	1	SA004059S
